,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_id
497,"Sport, outdoor",Vybavení pro kulečník,Sukna,,,,,30925827
498,"Sport, outdoor",Vybavení pro kulečník,Pouzdra na tága,,,,,30925828
503,Knihy,"Sport, fitness",,,,,,15959
504,"Mobily, navigace",Mobilní telefony,Samsung,Galaxy M31,,,,31040632
505,Knihy,Obrazové publikace,,,,,,23693
506,Knihy,Tajemno,,,,,,30325
508,Knihy,"Křížovky, hlavolamy",,,,,,5597
510,"Mobily, navigace",Mobilní telefony,Honor,Honor 9A,,,,31349414
512,Auto-moto,Auto potřeby,Exteriér,Lapače nečistot,,,,31363129
513,"PC, notebooky a kancelář","Tiskárny, skenery",Tankový systém,,,,,172791
516,Auto-moto,Auto potřeby,Exteriér,Fólie na okna ,,,,4458
517,Auto-moto,Auto potřeby,Exteriér,Fólie na auta,Na okna ,,,4458
521,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 8 GB,,,10276716
522,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 16 GB,,,10276717
523,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flask disky 32 GB,,,10276718
524,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flask disky 64 GB,,,10276719
525,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 128 GB,,,10276720
526,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 256 GB,,,10276721
527,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 512 GB,,,29837889
528,"PC, notebooky a kancelář",Kancelářské potřeby,"Tabule, prezentace",Chytrá zeď,,,,29841083
529,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,OTG Flash disky,,,11635557
530,"PC, notebooky a kancelář","PC doplňky, příslušenství","Klávesnice, myši",Myši,Vertikální,,,34220851
532,Domácnost,"Bytový textil, koberce",Koupelnové předložky,"Podložky, polštáře",,,,4405297
534,Televize a audio,Blu-ray přehrávače,,,,,,1537
535,Televize a audio,Blu-ray a DVD přehrávače,Blu-ray přehrávače,,,,,1537
536,Televize a audio,Blu-ray a DVD přehrávače,DVD přehrávače,,,,,29937334
537,Televize a audio,Blu-ray a DVD přehrávače,,,,,,29938267
538,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Trezory,Vhozové,,,30930655
539,Pro děti,Hračky,Stavebnice,Plastové,Stavebnice Cheva,,,29941759
540,Televize a audio,DVD přehrávače,Stolní DVD přehrávače,,,,,4107
541,Televize a audio,Blu-ray a DVD přehrávače,DVD přehrávače,Stolní DVD přehrávače,,,,4107
542,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Pokladničky,Klasické,,,29945579
543,Pro děti,Hračky,Školní potřeby,Výtvarné potřeby,,,,227
544,Auto-moto,Auto potřeby,Auto filtry,,,,,26616776
545,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Flash disky,Flash disky 4 GB,,,29958484
546,Hobby a zahrada,"Podlahy, rohože","Podlahy, podlahoviny",Plastové podlahy,,,,29962479
547,Domácnost,"Nábytek, matrace",Židle,Konferenční židle,,,,10258214
548,"Mobily, navigace",SmartWatch - Chytré hodinky,Hybridní (mechanické),,,,,30054654
549,Obsahové stránky,Akce,Čtení na léto,,,,,30059532
550,Pro děti,Hračky,Školní potřeby,"Pastelky, fixy",Pastelky,,,1756614
551,Pro děti,Hračky,Školní potřeby,Výtvarné potřeby,"Pastelky, fixy",Pastelky,,1756614
552,Pro děti,Hračky,Školní potřeby,"Pastelky, fixy",Fixy,,,1756615
553,Pro děti,Hračky,Školní potřeby,Výtvarné potřeby,"Pastelky, fixy",Fixy,,1756615
554,Pro děti,Hračky,Školní potřeby,"Pastelky, fixy",Foukací fixy,,,1756616
555,Pro děti,Hračky,Školní potřeby,Výtvarné potřeby,"Pastelky, fixy",Foukací fixy,,1756616
557,Televize a audio,Televizory,Podle úhlopříčky,49“ – 55“ (123 – 139 cm),,,,1787902
558,Pro děti,Péče o dítě,Dětský pokoj,Deky,,,,5424
560,Televize a audio,Televizory,Podle úhlopříčky,58“ – 65“ (146 cm – 164 cm),,,,1787981
561,Auto-moto,Motorky,,,,,,29709869
563,Pro děti,Péče o dítě,Dětský pokoj,Ložní prádlo,2-dílná sada ,,,10288441
565,Hobby a zahrada,Stavební materiál,Tesařské kování,Úhelníky,,,,29476184
566,"Oblečení, móda",Dámské oblečení,Doplňky,"Sluneční brýle, obroučky",,,,216
568,"Sport, outdoor",Brýle,Sluneční brýle,,,,,144
569,"Oblečení, móda",Dámské oblečení,Doplňky,Rukavice,,,,1837
574,Pro děti,Hračky,Školní potřeby,"Penály, školní pouzdra",,,,92
575,Pro děti,Hračky,Školní potřeby,Potřeby pro školáky,,,,1701
578,Pro děti,Hračky,Školní potřeby,"Židle, psací stoly",,,,28703616
579,Pro děti,Hračky,Školní potřeby,"Mobily, čtečky",,,,28703615
580,Foto,Digitální kamery,4K kamery,,,,,28703619
587,"Sport, outdoor",Oblečení,"Čepice, kukly, šátky",Klobouky,,,,66085
591,Pro děti,Péče o dítě,Dětský pokoj,Ložní prádlo,4-dílná sada,,,10306658
592,Pro děti,Péče o dítě,Dětský pokoj,Ložní prádlo,3-dílná sada,,,10306657
594,Pro děti,Péče o dítě,Dětský pokoj,Ložní prádlo,2-dílná sada,,,10288441
600,Domácnost,Koupelna,Bezdotykové dávkovače mýdla,Bezdotykové dávkovače mýdla,,,,24547854
601,Domácnost,Koupelna,Bezdotykové dávkovače mýdla,Stojany na dezinfekci,,,,28099237
603,Pro děti,Hračky,Školní potřeby,"Počítače, příslušenství",,,,28703617
604,Pro děti,Hračky,Školní potřeby,Výtvarné potřeby,"Pastelky, fixy",,,4284
605,Pro děti,Hračky,Školní potřeby,"Pastelky, fixy",,,,4284
608,"PC, notebooky a kancelář","PC doplňky, příslušenství",Pevné disky,Příslušenství,,,,2043
609,"PC, notebooky a kancelář","PC doplňky, příslušenství",Úložná zařízení,Pevné disky,Příslušenství,,,2043
617,Televize a audio,Domácí kino,SoundBary,Dolby Atmos,,,,28703618
619,Pro děti,Hračky,Figurky,Schleich,Dinosauři,,,29025268
620,Pro děti,Hračky,Figurky,Schleich,,,,29025265
621,Pro děti,Hračky,Figurky,Schleich,"Stáje, domy",,,29025272
622,Domácnost,Kuchyně,"Dózy, boxy",Svačinové boxy,,,,1913
623,Pro děti,Hračky,Figurky,Schleich,Wild Life,,,29025267
624,Pro děti,Hračky,Figurky,Schleich,Bayala jednorožci a pegasi,,,29025270
625,Pro děti,Hračky,Figurky,Schleich,Eldrador Creatures,,,29025269
626,Pro děti,Hračky,Figurky,Schleich,Farm World,,,29025266
627,Pro děti,Hračky,Figurky,Schleich,Doplňky,,,29025271
628,Domácnost,Kuchyně,"Dózy, boxy","Svačinové boxy, sáčky",,,,1913
633,"Oblečení, móda",Dámské oblečení,Doplňky,Peněženky,,,,1812
634,"Oblečení, móda",Dámské oblečení,Doplňky,Čepice,,,,5479
635,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Pokladničky,,,,29945578
636,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Sejfy,Vhozové sejfy,,,28624359
637,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Opel,Mokka,,27649987
638,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Opel,Corsa,,27656962
639,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,BMW,Řada1,,27656971
640,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,BMW,Řada5,,27656973
641,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,BMW,Řada2,,27656974
642,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,BMW,Řada3,,27656975
643,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,BMW,Řada7,,27656976
644,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Audi,A7,,27656983
645,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Toyota,C-HR,,27656991
646,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Seat,Arona,,27649993
669,"Oblečení, móda",Dámské oblečení,Doplňky,"Šály, šátky, kapesníky",,,,1813
680,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Škoda,Citigo,,28788469
681,Obsahové stránky,Akce,MALL Dny,TACTICAL,,,,13575988
682,Obsahové stránky,Akce,MALL Dny,RIVACASE,,,,13575990
683,Obsahové stránky,Akce,MALL Dny,Thule,,,,13575985
684,Obsahové stránky,Akce,MALL Dny,EMOS,,,,13575987
685,Obsahové stránky,Akce,MALL Dny,FIXED,,,,13490298
686,Obsahové stránky,Akce,MALL Dny,HP,,,,13490299
687,Obsahové stránky,Akce,MALL Dny,EPICO,,,,13490297
691,Chovatelské potřeby,Akvaristika,Akvarijní rostliny,,,,,28113210
693,Hobby a zahrada,Nářadí elektrické,Příslušenství,Pilové řetězy,,,,10277336
695,Hudební nástroje,DJ technika,Gramofony,Přímý náhon,,,,28160570
698,"Oblečení, móda",Dámské oblečení,Doplňky,Doplňky do vlasů,,,,27502302
700,"Oblečení, móda",Dámské oblečení,Doplňky,Klobouky,,,,8066830
701,"Oblečení, móda",Dámské oblečení,Doplňky,Deštníky,,,,205
707,"Oblečení, móda",Dámské oblečení,Doplňky,Pásky,,,,1811
708,"Oblečení, móda",Dámské oblečení,Doplňky,"Přívěsky na klíče, kabelky",,,,286868
711,Obsahové stránky,Akce,MALL Dny,SWISSTEN,,,,13653869
712,Obsahové stránky,Akce,MALL Dny,MALL DNY 052,,,,13482776
713,Obsahové stránky,Akce,MALL Dny,GOGEN,,,,13575992
714,Obsahové stránky,Akce,MALL Dny,HYUNDAI,,,,13497796
715,Obsahové stránky,Akce,MALL Dny,LG,,,,13475572
716,Obsahové stránky,Akce,MALL Dny,MARSHALL,,,,13482772
717,Obsahové stránky,Akce,MALL Dny,PANASONIC,,,,13599242
718,Obsahové stránky,Akce,MALL Dny,SENCOR,,,,13482773
727,"Oblečení, móda",Dámské oblečení,Doplňky,Kšiltovky,,,,26296732
731,Pro děti,Hračky,Společenské hry,Rodinné hry,Domino,,,28168531
735,Auto-moto,Auto potřeby,Interiér,Podlahové koberce,Fiat,Qubo,,27376911
736,Pro děti,Hračky,Stavebnice,LEGO®,Creator Expert,,,7653901
738,Pro děti,Hračky,Stavebnice,LEGO®,Minifigures,,,28014998
739,Chovatelské potřeby,Kočky,Široká nabídka pro vaši kočičku,,,,,24782651
740,Chovatelské potřeby,Psi,Široká nabídka pro vašeho pejska,,,,,24782652
741,Chovatelské potřeby,Psi,Široká nabídka pro vašeho pejska,,,,,25398802
742,Chovatelské potřeby,Psi,Široká nabídka pro vašeho pejska ,,,,,25398802
743,Chovatelské potřeby,Psi,Široká nabídka pro vašeho pejska,,,,,25403021
744,Chovatelské potřeby,Kočky,Široká nabídka pro vaši kočičku,,,,,25403022
745,Chovatelské potřeby,Kočky,Široká nabídka pro vaši kočičku,,,,,25403023
747,"Sport, outdoor","Fitness, posilování",Fitness míče,,,,,1602
748,Pro děti,Hračky,Vzdělávací hračky,Didaktické hračky,Kvído,,,26713977
749,"Sport, outdoor","Fitness, posilování","Činky, závaží",,,,,59
751,Hobby a zahrada,Stavební materiál,Tesařské kování,,,,,18307005
753,Foto,Digitální fotoaparáty,Bezzrcadlovky,Se 4K videem,,,,25505505
755,"Mobily, navigace",Mobilní telefony,Xiaomi,Xiaomi Redmi9,,,,28014997
756,Foto,Digitální fotoaparáty,Bezzrcadlovky,Full Frame snímač,,,,25585894
757,Hobby a zahrada,"Dům, byt",Trezory,,,,,34
758,Hobby a zahrada,"Dům, byt","Trezory, sejfy",,,,,34
759,Domácnost,Interiérové doplňky,Dárkové předměty,Pokladničky,,,,7157631
760,Hobby a zahrada,"Ohřev vody, vytápění",Komíny,,,,,26616728
761,Foto,Napájení,Jednorázové baterie,C,,,,26020108
762,Foto,Napájení,Jednorázové baterie,D,,,,26020109
763,Foto,Napájení,Jednorázové baterie,CR 2032 (knoflíkové),,,,26020110
764,Foto,Napájení,Jednorázové baterie,LR44 (knoflíkové),,,,26020111
765,Auto-moto,Poukazy na automobily,Hyundai Kona,,,,,25689108
766,Krása a parfémy,"Vlasová kosmetika, doplňky",Vlasové kůry,"Vlasové kůry, séra",,,,1015778
767,Krása a parfémy,"Vlasová kosmetika, doplňky",Vlasové kůry,"Vlasové kúry, séra",,,,1015778
768,Hobby a zahrada,Voda v zahradě,Zavlažování zahrady,Hadice,Smršťovací hadice,,,25962566
769,Pro děti,Hračky,"Dětská vozítka, kola",Elektrická vozítka,Motorky,,,18158063
770,Hobby a zahrada,"Podlahy, rohože","Podlahy, podlahoviny","Doplňky, příslušenství",,,,26035492
771,Pro děti,Hračky,Hry na profese,Kutilové,,,,6134800
772,Pro děti,Hračky,Hry na profese,Lékaři,,,,6134801
773,Pro děti,Hračky,Hry na profese,Nakupování,,,,6134802
774,Pro děti,Hračky,Hry na profese,Uklízení,,,,6134803
775,"Sport, outdoor",Rybářské potřeby,Vybavení,Desinfekce,,,,53350
776,"Sport, outdoor",Rybářské potřeby,Vybavení,Dezinfekce,,,,53350
777,Pro děti,Hračky,"Kreativní, výtvarné hračky",Korálky,Zažehlovací korálky,,,26128438
778,Pro děti,Hračky,Hračky na zahradu,Venkovní hry,Házení kroužků,,,26128439
779,Domácnost,Kuchyně,Grilování,"Rošty, plechy, podložky",,,,90529
780,Pro děti,Hračky,Stavebnice,LEGO®,9+,,,26109385
781,Pro děti,Hračky,Stavebnice,LEGO®,"1,5+",,,26109382
782,Pro děti,Hračky,Stavebnice,LEGO®,7+,,,26109384
783,Pro děti,Hračky,Stavebnice,LEGO®,4+,,,26109383
784,Pro děti,Hračky,Stavebnice,LEGO®,Pro dospělé,,,26109387
785,Pro děti,Hračky,Stavebnice,LEGO®,12+,,,26109386
786,Domácnost,Kuchyně,Grilování,"Rošty, plechy",,,,90529
787,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Trezory,,,,25684488
788,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Schránky na klíče,,,,25684489
789,Hobby a zahrada,"Dům, byt","Trezory, sejfy",Sejfy,,,,25689112
790,Hobby a zahrada,"Dům, byt","Trezory, sejfy","Skříně, trezory na zbraně",,,,25689113
791,Auto-moto,Poukazy na automobily,Hyundai Tucson,,,,,26142291
792,Auto-moto,Poukazy na automobily,Hyundai i30,,,,,26220510
795,"Mobily, navigace",Příslušenství k mobilům,"Nabíječky, kabely",Nabíječky pro mobilní telefony,Bezdrátové nabíječky,,,1203504
797,"Mobily, navigace",Mobilní telefony,Samsung,Galaxy A20s,,,,26234768
798,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Tvořítka na zmrzlinu,,,31783
799,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Zmrzlina,,,31783
800,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Válečky,,40915
801,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Kostice a rádélka,,180460
802,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Silikonové formičky,,94812
803,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,"Zdobící špičky, sáčky",Zdobící lahve,,25953
804,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Silikonové formičky na marcipán,,94812
805,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Vykrajovátka,,40916
806,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Vypichovače,,81063
807,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,"Zdobící špičky, sáčky",Láhvičky,,25953
809,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,"Zdobící špičky, sáčky",Špičky,,351
811,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Otiskovací podložky,,134815
812,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,"Lízátka, cake pops",,,31782
813,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Modelování z marcipánu,Modelování květin,,90255
814,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,"Zdobící špičky, sáčky",Koncovky,,351
816,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Papírové košíčky,,,19113
821,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Papírové zboží,,,19113
822,"Oblečení, móda",Pánské oblečení,Doplňky,Kšiltovky,,,,26296731
823,Hobby a zahrada,Zahradní technika,Zahradní traktory,,,,,35387
824,Pro děti,Péče o dítě,Autosedačky,Příslušenství,Potahy na autosedačky,,,10294069
825,"Mobily, navigace",Mobilní telefony,Podporující 5G,,,,,26606616
826,Televize a audio,Napájecí kabely,Prodlužovací kabely ,,,,,26606613
827,Televize a audio,Napájecí kabely,Prodlužovací kabely na bubnech ,,,,,26606615
828,Televize a audio,Napájecí kabely,Vestavné zásuvky,,,,,26606614
830,Hobby a zahrada,Stavby na zahradě,Ploty,Příslušenství,,,,26590624
831,Pro děti,Hračky,Školní potřeby,Školní batohy,OXYbag batohy,,,22850760
832,Pro děti,Hračky,Školní potřeby,Školní batohy,Lego batohy,,,26536468
833,Televize a audio,Napájecí kabely,Přepěťové kabely ,,,,,26601090
834,Hobby a zahrada,Nářadí elektrické,Příslušenství,Diamantové kotouče,Brusné kotouče,,,26611790
835,Hobby a zahrada,Nářadí elektrické,Příslušenství,Diamantové kotouče,Řezné kotouče,,,26611791
837,Hobby a zahrada,"Ohřev vody, vytápění",Komíny,Komínové komponenty a příslušentví,,,,26616729
841,Hobby a zahrada,"Ohřev vody, vytápění",Komíny,Komínové sestavy,,,,26690197
842,Domácnost,Interiérové doplňky,Květináče,Příslušenství,Zavlažovací systémy,,,11420212
843,Hobby a zahrada,"Ohřev vody, vytápění",Komíny,Sestavy nadstřešní části,,,,26697387
846,"Mobily, navigace",Kancelářské telefony,,,,,,8168
847,"Mobily, navigace",Kancelářské telefony,Bezdrátové,,,,,10257388
848,"Mobily, navigace",Kancelářské telefony,Drátové telefony,,,,,10275897
851,Hobby a zahrada,Nářadí elektrické,Frézky,Vrchní,,,,26812331
852,Hobby a zahrada,Nářadí elektrické,Frézky,Drážkovací,,,,26812332
854,Hobby a zahrada,Nářadí elektrické,Frézky,Lamelovací,,,,26812333
855,Obsahové stránky,Akce,MALL Dny,MALL DNY 105,,,,13482812
856,Zdraví,Zdravotní pomůcky,Kontaktní čočky,,,,,25394155
857,Zdraví,Zdravotní pomůcky,Kontaktní čočky,"Roztoky, pomůcky ke kontaktním čočkám",,,,26883507
859,"Sport, outdoor",Lovecké potřeby,Lov zvěře,"Vnadění, odpuzování a výživa zvěře",,,,26931038
860,Hobby a zahrada,Stavební materiál,Tesařské kování,Kotevní patky,,,,26931453
861,Hobby a zahrada,Stavební materiál,Tesařské kování,Styčníkové desky,,,,26931454
862,Chovatelské potřeby,Ptáci,"Klece, voliéry",Přepravní klece,,,,26931473
863,Hobby a zahrada,Stavební materiál,Lanové příslušenství,,,,,26931653
864,Hobby a zahrada,Stavební materiál,Lanové příslušenství,Ostatní,,,,26931654
865,"Sport, outdoor",Lovecké potřeby,Lov zvěře,"Vnadění, odpuzování a výživa zvěře",Ostatní výživa pro zvěř,,,26931698
866,Pro děti,Hračky,Stavebnice,LEGO®,MOVIE,,,7653908
867,Pro děti,Hračky,Stavebnice,LEGO®,IDEAS,,,26812329
868,Pro děti,Hračky,Stavebnice,LEGO®,Speed Champions,,,7653911
869,Pro děti,Hračky,Stavebnice,LEGO®,Minions,,,26812330
870,Foto,Digitální fotoaparáty,Digitální zrcadlovky,Full Frame,,,,25368150
871,Chovatelské potřeby,Kočky,Postroje,,,,,25332008
872,Chovatelské potřeby,Malá zvířata,Postroje ,,,,,25332009
873,Pro děti,Hračky,Hry na profese,Nakupování,Pokladny,,,25374112
874,Pro děti,Hračky,"Karneval, oslava",Párty zboží,"Balónky, helium",Puntíkové balónky,,10309768
875,Hobby a zahrada,Zahradní a travní doplňky,Ochrana rostlin,Proti slimákům,,,,25280697
876,"PC, notebooky a kancelář",Kancelářské potřeby,"Sešívačky, děrovačky","Jehly, spony, připínáčky",Sponky do sešívaček,,,25315000
877,"PC, notebooky a kancelář",Kancelářské potřeby,"Sešívačky, děrovačky","Jehly, spony, připínáčky",Špendlíky a připínáčky,,,25315001
878,"PC, notebooky a kancelář",Kancelářské potřeby,"Sešívačky, děrovačky","Jehly, spony, připínáčky",Sponky a klipy,,,25322144
879,Pro děti,Péče o dítě,Pro maminky,Těhotenské punčocháče a legíny,,,,25322145
880,Domácnost,Koupelna,"K vaně, sprše",Stoličky,,,,25322146
881,Obsahové stránky,Akce,MALL Dny,TESLA,,,,13482816
882,Obsahové stránky,Akce,MALL Dny,LEDVANCE,,,,13475578
883,Obsahové stránky,Akce,MALL Dny,Tefal,,,,13482817
884,Obsahové stránky,Akce,MALL Dny,Veet,,,,13475576
885,Obsahové stránky,Akce,MALL Dny,Calgon,,,,13475577
